Wavelength,musp,muaoxy,muadeoxy,muawater,muafat,muamel
572,30.264955083716554,263.30863765744937,232.07915797758594,0.0007492,0.0001,433.9237671305863
573,30.129794178040115,274.3824655000347,227.73102054616461,0.0007628,0.0001,431.40713437038795
574,29.9956760341866,285.45629334262003,223.3828831147433,0.0007764,0.0001,428.9094474529185
575,29.862590256610012,291.4323048862976,219.034745683322,0.00079,0.0001,426.43053111420636
576,29.730526573391632,297.4083164299751,214.68660825190068,0.0008504000000000001,0.0001,423.970212012462
577,29.59947483454693,295.2342477142645,210.33739985066865,0.0009108,0.0001,421.5283187037086
578,29.469425010358535,293.0601789985538,205.9881914494366,0.0009712,0.0001,419.104681617763
579,29.340367189734973,280.6797679869207,202.11235170453176,0.0010316000000000001,0.0001,416.6991330345617
580,29.21229157859465,268.2993569752876,198.23651195962694,0.001092,0.0001,414.31150706082633
581,29.085188498274658,250.09287019347423,194.63912436550277,0.0011524,0.0001,411.9416396070626
582,28.95904838396399,231.88638341166086,191.04173677137857,0.0012128,0.0001,409.5893683648881
583,28.83386178316075,208.68810634219852,187.44434917725437,0.0012732,0.0001,407.25453278468353
584,28.709619354152963,185.48982927273616,183.8469615831302,0.0013335999999999999,0.0001,404.9369740535614
585,28.58631186452253,163.96547801738996,179.88116037412695,0.001394,0.0001,402.636535073649
586,28.463930189671977,142.44112676204378,175.9153591651237,0.0014544,0.0001,400.3530604406778
587,28.342465311373672,124.13503978783577,171.15918223582764,0.0015148000000000002,0.0001,398.08639642287795
588,28.221908316340958,105.82895281362775,166.40300530653158,0.0015752000000000001,0.0001,395.8363909401699
589,28.102250394821006,91.47153153145184,159.03794591838272,0.0016356,0.0001,393.60289354364966
590,27.98348283920897,77.11411024927594,151.67288653023385,0.001696,0.0001,391.38575539536413
591,27.86559704268302,66.58540604033433,144.03044596111502,0.0017564,0.0001,389.1848292483704
592,27.74858449785998,56.05670183139272,136.3880053919962,0.0018168,0.0001,386.99996942707435
593,27.632436795471193,48.587758371606455,128.63632590218646,0.0018771999999999999,0.0001,384.8310318078462
594,27.517145623058305,41.11881491182019,120.88464641237671,0.0019376000000000003,0.0001,382.67787379990665
595,27.402702763688545,35.776817496074,113.45532883558616,0.001998,0.0001,380.5403543264798
596,27.289100094689346,30.434820080327814,106.02601125879559,0.0020584,0.0001,378.41833380620983
597,27.176329586401764,27.27760107839923,98.68558417629272,0.0021188,0.0001,376.31167413483587
598,27.06438330095259,24.120382076470648,91.34515709378985,0.0021792,0.0001,374.2202386671213
599,26.953253391044704,20.627949523794562,84.96967381072308,0.0022396,0.0001,372.1438921990351
600,26.842932098765438,17.13551697111848,78.59419052765631,0.0023,0.0001,370.0825009501786
601,26.73341175441263,15.700417424787307,75.77004313685384,0.00232,0.0001,368.03593254645665
602,26.624684775338075,14.265317878456136,72.94589574605136,0.00234,0.0001,366.0040560029869
603,26.51674366480809,12.830218332124964,70.12174835524891,0.00236,0.0001,363.98674170724576
604,26.409581010880892,11.395118785793791,67.29760096444645,0.00238,0.0001,361.98386140244594
605,26.303189485300592,10.488007356135206,64.47452454345468,0.0024,0.0001,359.99528817114214
606,26.197561842407374,9.580895926476622,61.65144812246291,0.00242,0.0001,358.0208964190619
607,26.092690918063795,9.201772613490625,58.8787072825738,0.00244,0.0001,356.06056185915816
608,25.98856962859677,8.822649300504628,56.10596644268469,0.00246,0.0001,354.1141614958796
609,25.885190969755076,8.443525987518631,53.33750948203836,0.00248,0.0001,352.1815736096557
610,25.782548015682114,8.064402674532635,50.56905252139203,0.0025,0.0001,350.26267774159334
611,25.68063391790364,7.685279361546639,48.28681585480119,0.00252,0.0001,348.35735467838174
612,25.57944190433031,7.306156048560642,46.00457918821035,0.00254,0.0001,346.4654864374023
613,25.47896527827463,6.927032735574646,43.78445877063981,0.0025599999999999998,0.0001,344.5869562520406
614,25.379197417482317,6.54790942258865,41.56433835306927,0.00258,0.0001,342.7216485571968
615,25.280131773177622,6.245895935972687,40.447316840514475,0.0026,0.0001,340.86944897499274
616,25.181761869122504,5.943882449356723,39.33029532795969,0.00262,0.0001,339.03024430067137
617,25.08408130068939,5.718978789110793,38.212202845594206,0.00264,0.0001,337.2039224886861
618,24.987083733947347,5.494075128864863,37.09411036322873,0.00266,0.0001,335.3903726389777
619,24.89076290476138,5.269171468618933,35.97601788086325,0.00268,0.0001,333.5894849834354
620,24.79511261790474,5.044267808373003,34.85792539849777,0.0027,0.0001,331.80115087253927
621,24.700126746183898,4.8193641481270735,34.010788278238095,0.00272,0.0001,330.02526276218197
622,24.605799229576174,4.594460487881143,33.16365115797843,0.00274,0.0001,328.261714200666
623,24.5121240743796,4.369556827635213,32.396836773520874,0.00276,0.0001,326.51039981587525
624,24.419095352374992,4.144653167389283,31.630022389063328,0.00278,0.0001,324.7712153026165
625,24.3267072,3.9668721788139285,30.86213703479508,0.0028,0.0001,323.0440574101305
626,24.234953817534855,3.789091190238574,30.09425168052683,0.002816,0.0001,321.32882392976796
627,24.14382946829973,3.658432873333796,29.41632779035696,0.002832,0.0001,319.6254136828292
628,24.053328477863527,3.527774556429017,28.738403900187084,0.002848,0.0001,317.9337265085653
629,23.963445233263812,3.3971162395242387,28.15472535335836,0.002864,0.0001,316.25366325233716
630,23.874174182237866,3.2664579226194603,27.571046806529637,0.00288,0.0001,314.5851257539312
631,23.785509832464523,3.1357996057146824,26.987368259700915,0.002896,0.0001,312.92801683602914
632,23.697446750816773,3.005141288809904,26.40368971287219,0.002912,0.0001,311.282240292829
633,23.609979562624833,2.8744829719051257,25.86820480752474,0.002928,0.0001,309.6477008788163
